English,Italian,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
assurance,garanzia,1,0,0,0,0,0,0,0,0,1
guarantee,garanzia,1,0,0,0,0,0,0,0,0,1
guaranty,garanzia,0,0,0,0,0,0,0,0,0,0
surety,garanzia,1,0,0,0,0,0,0,0,0,1
warranty,garanzia,1,0,0,0,0,0,0,0,0,1
vie,gareggiare,0,0,0,0,0,0,0,0,0,0
garner,Garner,0,0,0,0,0,0,0,0,0,0
carnation,garofano,0,0,0,0,0,0,0,0,0,0
gauze,garza,0,0,0,0,0,0,0,0,0,0
lint,garza,0,1,0,0,0,0,0,0,0,0
gas,gas,0,0,0,0,0,0,0,0,0,0
gasification,gassificazione,0,0,0,0,0,0,0,0,0,0
gaseous,gassoso,0,0,0,0,0,0,0,0,0,0
gastric,gastrico,0,0,0,0,0,0,0,0,0,0
cookery,gastronomia,0,0,0,0,0,0,0,0,0,0
gastronomy,gastronomia,0,0,0,0,0,0,0,0,0,0
kitten,gattino,1,0,0,0,0,0,1,0,0,1
cat,gatto,0,0,0,0,0,0,0,0,0,0
wildcat,gattopardo,0,1,0,0,0,0,0,0,0,0
loon,gavia,0,1,0,0,1,0,0,0,0,0
gazebo,gazebo,0,0,0,0,0,0,0,0,0,0
magpie,gazza,0,0,0,0,0,0,0,0,0,0
gazelle,gazzella,0,0,0,0,0,0,0,0,0,0
gazette,gazzetta,1,0,0,0,0,0,0,0,0,1
gel,gel,0,0,0,0,0,0,0,0,0,0
gelatin,gelatina,0,0,0,0,1,0,0,0,0,0
jelly,gelatina,0,0,0,0,0,0,0,0,0,0
frosty,gelido,0,0,0,0,0,0,0,0,0,0
jealousy,gelosia,0,1,1,0,1,1,0,1,0,0
jealous,geloso,0,1,1,0,1,0,0,0,0,0
gemini,Gemelli,0,0,0,0,0,0,0,0,0,0
twins,gemelli,0,0,0,0,0,0,0,0,0,0
twin,gemello,1,0,0,0,0,0,0,0,0,0
groan,gemito,0,1,0,0,1,0,0,1,0,0
moan,gemito,0,0,0,0,0,1,0,1,0,0
gem,gemma,1,0,0,0,0,0,1,0,0,0
genealogy,genealogia,0,0,0,0,0,0,0,0,0,0
general,generale,1,0,0,0,0,0,0,0,0,1
generality,generalità,0,0,0,0,0,0,0,0,0,0
generalization,generalizzazione,0,0,0,0,0,0,0,0,0,0
generally,generalmente,0,0,0,0,0,0,0,0,0,0
engender,generare,0,0,0,0,0,0,0,0,0,0
generate,generare,0,0,0,0,0,0,0,0,0,0
generative,generativo,0,0,0,0,0,0,0,0,0,0
generator,generatore,0,0,0,0,0,0,0,0,0,0
generation,generazione,0,0,0,0,0,0,0,0,0,0
gender,genere,0,0,0,0,0,0,0,0,0,0
genre,genere,0,0,0,0,0,0,0,0,0,0
genus,genere,0,0,0,0,0,0,0,0,0,0
ilk,genere,0,0,0,0,0,0,0,0,0,0
groceries,generi alimentari,0,0,0,0,0,0,0,0,0,0
generic,generico,0,0,0,0,0,0,0,0,0,0
bounty,generosità,1,0,0,1,0,0,1,0,0,1
generosity,generosità,1,0,0,1,0,0,1,0,1,1
generous,generoso,1,0,0,0,0,0,1,0,0,1
genesis,genesi,0,0,0,0,0,0,0,0,0,0
genetics,genetica,0,0,0,0,0,0,0,0,0,0
genetic,genetico,0,0,0,0,0,0,0,0,0,0
ingenious,geniale,1,0,0,0,0,0,0,0,0,0
genius,genio,1,0,0,0,0,0,0,0,0,0
genital,genitale,0,0,0,0,0,0,0,0,0,0
parent,genitore,0,0,0,0,0,0,0,0,0,0
genteel,gentile,1,0,0,0,0,0,0,0,0,0
gracious,gentile,1,0,0,0,0,0,0,0,0,0
polite,gentile,1,0,0,0,0,0,0,0,0,0
kindness,gentilezza,1,0,0,0,0,0,0,0,0,0
gent,gentiluomo,0,1,1,0,1,1,0,0,0,0
gentleman,gentiluomo,1,0,0,0,0,0,0,0,0,1
genuine,genuino,1,0,0,0,0,0,0,0,0,1
unadulterated,genuino,0,0,0,0,0,0,0,0,0,0
geography,geografia,0,0,0,0,0,0,0,0,0,0
geology,geologia,0,0,0,0,0,0,0,0,0,0
geometry,geometria,0,0,0,0,0,0,0,0,0,0
geranium,geranio,1,0,0,0,0,0,0,0,0,0
hierarchical,gerarchica,0,0,0,0,0,0,0,0,0,0
jargon,gergo,0,1,0,0,0,0,0,0,0,0
lingo,gergo,0,0,0,0,0,0,0,0,0,0
geriatric,geriatrico,0,1,0,0,0,0,0,1,0,0
germane,germano,0,0,0,0,0,0,0,0,0,0
germ,germe,0,0,0,1,1,0,0,0,0,0
germinate,germinare,0,0,0,0,0,0,0,0,0,0
germination,germinazione,0,0,0,1,0,0,0,0,0,0
bud,germoglio,0,0,0,0,0,0,0,0,0,0
sprout,germoglio,0,0,0,0,0,0,0,0,0,0
chalk,gesso,0,0,0,0,0,0,0,0,0,0
gestation,gestazione,0,0,0,0,0,0,0,0,0,0
management,gestione,1,0,0,0,0,0,0,0,0,1
manage,gestire,1,0,0,0,0,0,0,0,0,1
gesture,gesto,0,0,0,0,0,0,0,0,0,0
throw,gettare,0,0,0,0,0,0,0,0,0,0
cast,getto,0,0,0,0,0,0,0,0,0,0
jet,getto,0,0,0,0,0,0,0,0,0,0
token,gettone,0,0,0,0,0,0,0,0,0,0
cheetah,ghepardo,0,0,0,0,0,0,0,0,0,0
gusset,gherone,0,0,0,0,0,0,0,0,0,1
ghetto,ghetto,0,1,0,0,1,1,0,1,0,0
glacier,ghiacciaio,0,0,0,0,0,0,0,0,0,0
ice,ghiaccio,0,0,0,0,0,0,0,0,0,0
icy,ghiaccio,0,0,0,0,0,0,0,0,0,0
gravel,ghiaia,0,0,0,0,0,0,0,0,0,0
jay,ghiandaia,0,0,0,0,0,0,0,0,0,0
guillotine,ghigliottina,0,1,1,1,1,1,0,1,0,0
guinea,ghinea,0,0,0,0,0,0,0,0,0,0
previously,già,0,0,0,0,0,0,0,0,0,0
lying,giacente,0,1,1,0,1,0,0,0,0,0
hyacinth,giacinto,0,0,0,0,0,0,0,0,0,0
jade,giada,0,0,0,0,0,0,0,0,0,0
jaguar,giaguaro,0,0,0,0,0,0,0,0,0,0
yellows,gialli,0,1,0,0,0,0,0,0,0,0
yellow,giallo,0,0,0,0,0,0,0,0,0,0
japan,Giappone,0,0,0,0,0,0,0,0,0,0
gardening,giardinaggio,0,0,0,0,0,0,0,0,0,0
gardener,giardiniere,0,0,0,0,0,0,0,0,0,0
garden,giardino,1,0,0,0,0,0,1,0,0,0
garter,giarrettiera,0,0,0,0,0,0,0,0,0,0
suspenders,giarrettiere,0,0,0,0,0,0,0,0,0,0
javelin,giavellotto,0,0,0,0,0,0,0,0,0,0
giant,gigante,0,0,0,0,0,1,0,0,0,0
gigantic,gigantesco,1,0,0,0,0,0,0,0,0,0
lily,giglio,0,0,0,0,0,0,0,0,0,0
guild,gilda,0,0,0,0,0,0,0,0,0,0
vest,gilet,0,0,0,0,0,0,0,0,0,0
gin,Gin,0,0,0,0,0,0,0,0,0,0
gynecology,ginecologia,0,0,0,0,0,0,0,0,0,0
gymnast,ginnasta,1,0,0,0,0,0,0,0,0,0
gymnastic,ginnastica,0,0,0,0,0,0,0,0,0,0
gymnastics,ginnastica,0,0,0,0,0,0,0,0,0,0
knee,ginocchio,0,0,0,0,0,0,0,0,0,0
play,giocare,0,0,0,0,0,0,0,0,0,0
player,giocatore,0,1,0,0,0,0,0,0,0,0
gambler,giocatore d'azzardo,0,1,0,1,0,0,0,0,1,0
toy,giocattolo,0,0,0,0,0,0,0,0,0,0
gambling,gioco,0,1,0,1,0,0,0,0,1,0
game,gioco,0,0,0,0,0,0,0,0,0,0
gamble,gioco d'azzardo,0,1,0,0,0,0,0,0,0,0
pun,gioco di parole,0,0,0,0,0,0,0,0,0,0
juggling,giocoleria,0,0,0,0,0,0,0,0,0,0
playful,giocoso,1,0,1,0,0,0,1,0,1,1
yoke,giogo,0,0,0,0,0,0,0,0,0,0
glee,gioia,1,0,0,0,0,0,1,0,0,0
joy,gioia,1,0,0,0,0,0,1,0,0,0
rejoicing,gioia,1,0,0,1,0,0,1,0,1,0
jewelry,gioielli,0,0,0,0,0,0,0,0,0,0
jeweler,gioielliere,0,0,0,0,0,0,0,0,0,0
jewel,gioiello,0,0,0,0,0,0,0,0,0,0
joyful,gioioso,1,0,0,0,0,0,1,0,0,1
joyous,gioioso,1,0,0,0,0,0,1,0,0,0
rejoice,gioire,1,0,0,1,0,0,1,0,1,1
newspaper,giornale,0,0,0,0,0,0,0,0,0,0
journalism,giornalismo,0,0,0,0,0,0,0,0,0,1
journalist,giornalista,1,0,0,0,0,0,0,0,0,0
day,giorno,0,0,0,0,0,0,0,0,0,0
doomsday,giorno del giudizio universale,0,1,1,1,1,1,0,1,0,0
young,giovane,1,0,0,1,0,0,1,0,1,0
juvenile,giovanile,0,1,0,0,0,0,0,0,0,0
john,Giovanni,0,1,0,0,1,0,0,0,0,0
heifer,giovenca,0,0,0,0,0,0,0,0,0,0
youth,gioventù,1,0,1,1,0,1,1,0,1,0
jovial,gioviale,1,0,0,0,0,0,1,0,0,0
giraffe,giraffa,0,0,0,0,0,0,0,0,0,0
ride,giro,0,0,0,0,0,0,0,0,0,0
tour,giro,0,0,0,0,0,0,0,0,0,0
gyroscope,giroscopio,0,0,0,0,0,0,0,0,0,0
jaunt,gita,0,0,0,0,0,0,0,0,0,0
outing,gita,0,0,0,0,0,0,0,0,0,0
thereabouts,giù di lì,0,0,0,0,0,0,0,0,0,0
jubilant,giubilante,1,0,0,0,0,0,1,0,1,1
jubilee,giubileo,1,0,0,0,0,0,1,0,1,0
judging,giudicando,0,0,0,0,0,0,0,0,0,0
adjudicate,giudicare,0,1,0,0,0,1,0,0,0,0
judge,giudice,0,0,0,0,0,0,0,0,0,0
judicial,giudiziario,1,0,0,1,0,0,0,0,0,1
judgment,giudizio,0,0,0,0,0,0,0,0,1,0
judicious,giudizioso,1,0,0,0,0,0,0,0,0,1
jester,giullare,0,0,0,0,0,0,0,0,0,0
junk,giunca,0,1,0,0,0,0,0,0,0,0
jungle,giungla,0,0,0,0,0,1,0,0,0,0
junta,giunta,0,1,0,0,0,0,0,0,0,0
juncture,giuntura,0,0,0,0,0,0,0,0,0,0
splice,giuntura,0,0,0,0,0,0,0,0,0,0
junction,giunzione,0,0,0,0,0,0,0,0,0,0
oath,giuramento,1,0,0,0,0,0,0,0,0,1
swearing,giuramento,0,0,0,0,0,0,0,0,0,0
swear,giurare,1,0,0,0,0,0,0,0,0,1
jury,giuria,0,0,0,0,0,0,0,0,0,1
juridical,giuridico,0,0,0,0,0,0,0,0,0,0
jurisdiction,giurisdizione,0,0,0,0,0,0,0,0,0,0
jurisprudence,giurisprudenza,0,0,0,0,0,0,0,1,0,0
jurist,giurista,0,0,0,0,0,0,0,0,0,1
rightly,giustamente,1,0,0,0,0,0,0,0,0,0
juxtaposition,giustapposizione,0,0,0,0,0,0,0,0,0,0
justifiable,giustificabile,1,0,0,0,0,0,0,0,0,1
justify,giustificare,0,0,0,0,0,0,0,0,0,0
justification,giustificazione,1,0,0,0,0,0,0,0,0,0
justice,giustizia,1,0,0,0,0,0,0,0,0,1
righteous,giusto,1,0,0,0,0,0,0,0,0,0
glabrous,glabro,0,0,0,0,0,0,0,0,0,0
glacial,glaciale,0,1,0,0,0,0,0,0,0,0
gladiator,gladiatore,0,0,0,0,0,1,0,0,0,0
opposites,gli opposti,0,0,0,0,0,0,0,0,0,0
glycerin,glicerina,0,0,0,0,0,0,0,0,0,0
comprehensive,globale,1,0,0,0,0,0,0,0,0,0
globe,globo,0,0,0,0,0,0,0,0,0,0
orb,globo,0,0,0,0,0,0,0,0,0,0
globular,globulare,0,0,0,0,0,0,0,0,0,0
glory,gloria,1,0,0,1,0,0,1,0,0,1
kudos,gloria,1,0,0,0,0,0,1,0,0,0
glorify,glorificare,1,0,0,1,0,0,1,0,1,1
glorification,glorificazione,1,0,0,0,0,0,1,0,0,0
glossary,glossario,0,0,0,0,0,0,0,0,0,0
glucose,glucosio,0,0,0,0,0,0,0,0,0,0
gluten,glutine,0,0,0,0,0,0,0,0,0,0
gnome,gnomo,0,1,1,0,1,1,0,0,0,0
hump,gobba,0,0,0,0,0,0,0,0,0,0
blob,goccia,0,1,0,0,1,1,0,0,0,0
drop,goccia,0,0,0,0,0,0,0,0,0,0
drip,gocciolamento,0,0,0,0,0,0,0,0,0,0
trickle,gocciolare,0,0,0,0,0,0,0,0,0,0
droplet,gocciolina,0,0,0,0,0,0,0,0,0,0
enjoying,godendo,1,0,0,1,0,0,1,0,0,1
enjoy,godere,1,0,0,1,0,0,1,0,0,1
clumsy,goffo,0,1,0,0,1,0,0,0,0,0
gauche,goffo,0,1,0,0,0,0,0,0,0,0
goggle,goggle,0,0,0,0,0,0,0,0,0,0
gorge,gola,0,1,0,0,1,0,0,0,0,0
throat,gola,0,0,0,0,0,0,0,0,0,0
schooner,goletta,0,0,0,0,0,0,0,0,0,0
golf,golf,0,0,0,0,0,0,0,0,0,0
gulf,golfo,0,0,0,0,0,0,0,0,0,0
gluttony,golosità,0,1,0,0,1,0,0,0,0,0
nudge,gomitata,0,0,0,0,0,0,0,0,0,0
elbow,gomito,0,0,1,0,0,0,0,0,0,0
gum,gomma,0,0,0,0,0,0,0,0,0,0
tire,gomma,0,0,0,0,0,0,0,0,0,0
tyre,gomma,0,0,0,0,0,0,0,0,0,0
rubbers,gomme,0,0,0,0,0,0,0,0,0,0
gummy,gommoso,0,0,0,0,0,0,0,0,0,0
gondola,gondola,0,0,0,0,0,0,0,0,0,0
bloated,gonfio,0,1,0,0,1,0,0,0,0,0
inflated,gonfio,0,1,0,0,0,0,0,0,0,0
puffy,gonfio,0,1,0,0,0,0,0,0,0,0
swollen,gonfio,0,1,0,0,0,0,0,0,0,0
swelling,gonfiore,0,1,0,0,0,1,0,0,0,0
gong,gong,0,0,0,0,0,0,0,0,0,0
skirt,gonna,0,0,0,0,0,0,0,0,0,0
skirts,gonne,0,0,0,0,0,0,0,0,0,0
kilt,gonnellino,0,0,0,0,0,0,0,0,0,0
gonorrhea,gonorrea,0,1,1,0,1,1,0,1,0,0
goo,goo,0,1,0,0,1,0,0,0,0,0
goody,Goody,0,0,0,0,0,0,0,0,0,0
ruff,gorgiera,0,0,0,0,0,0,0,0,0,0
eddy,gorgo,0,0,0,0,0,0,0,0,0,0
bubbling,gorgogliante,0,0,0,0,0,0,0,0,0,0
gorilla,gorilla,0,1,0,0,0,0,0,0,0,0
gout,gotta,0,1,0,0,0,0,0,0,0,0
housekeeper,governante,0,0,0,0,0,0,0,0,0,0
govern,governare,1,0,0,0,0,0,0,0,0,1
governor,governatore,0,0,0,0,0,0,0,0,0,1
governing,governo,0,0,0,0,0,0,0,0,0,0
government,governo,0,1,0,0,0,1,0,0,0,0
housekeeping,governo,1,0,0,0,0,0,0,0,0,0
croak,gracchiare,0,0,0,0,0,0,0,0,0,0
puny,gracile,0,0,0,0,0,0,0,0,0,0
gradation,gradazione,0,0,0,0,0,0,0,0,0,0
grader,grader,0,0,0,0,0,0,0,0,0,0
gradient,gradiente,0,0,0,0,0,0,0,0,0,0
grade,grado,0,0,0,0,0,0,0,0,0,0
gradual,graduale,0,0,0,1,0,0,0,0,0,0
gradually,gradualmente,0,0,0,0,0,0,0,0,0,0
graduation,graduazione,1,0,0,1,0,1,1,0,1,1
scratch,graffio,0,0,0,0,0,0,0,0,0,0
graphics,grafica,0,0,0,0,0,0,0,0,0,0
chart,grafico,0,0,0,0,0,0,0,0,0,1
grammar,grammatica,0,0,0,0,0,0,0,0,0,1
gram,grammo,0,0,0,0,0,0,0,0,0,0
grenade,granata,0,1,0,0,0,1,0,0,0,0
garnet,granato,1,0,0,0,0,0,0,0,0,0
crab,granchio,0,0,0,0,0,0,0,0,0,0
big,grande,0,0,0,0,0,0,0,0,0,0
grand,grande,0,0,0,0,0,0,0,0,0,0
large,grande,0,0,0,0,0,0,0,0,0,0
greatness,grandezza,1,0,0,0,0,0,1,0,1,1
magnitude,grandezza,0,0,0,0,0,0,0,0,0,0
hail,grandinare,1,1,0,0,0,0,0,0,0,1
grandeur,grandiosità,1,0,0,0,0,0,0,0,0,0
grandiose,grandioso,0,0,0,0,0,0,0,0,0,0
granule,granello,0,0,0,0,0,0,0,0,0,0
mote,granello,0,0,0,0,0,0,0,0,0,0
speck,granello,0,1,0,0,1,0,0,0,0,0
granite,granito,0,0,0,0,0,0,0,0,0,0
grain,grano,0,0,0,0,0,0,0,0,0,0
grantee,grantee,0,0,0,0,0,0,0,0,0,0
granular,granulare,0,0,0,0,0,0,0,0,0,0
lumpy,granuloso,0,1,0,0,1,0,0,0,0,0
bunch,grappolo,0,0,0,0,0,0,0,0,0,0
cluster,grappolo,0,0,0,0,0,0,0,0,0,0
bold,grassetto,1,0,0,0,0,0,0,0,0,0
fat,grasso,0,1,0,0,1,0,0,1,0,0
fatty,grasso,0,1,0,0,1,0,0,1,0,0
grease,grasso,0,0,0,0,0,0,0,0,0,0
greasy,grasso,0,0,0,0,1,0,0,0,0,0
shortening,grasso solido vegetale o animale per cucinare,0,0,0,0,0,0,0,0,0,0
grate,grata,0,1,0,0,0,0,0,0,0,0
grating,grata,0,1,1,0,1,0,0,0,0,0
gridiron,graticola,0,0,0,0,0,0,0,0,0,0
gratify,gratificare,1,0,0,0,0,0,1,0,1,0
gratis,gratis,0,0,0,0,0,0,0,0,0,0
gratitude,gratitudine,1,0,0,0,0,0,1,0,0,0
beholden,grato,0,1,0,0,0,0,0,0,0,0
grateful,grato,1,0,0,0,0,0,0,0,0,0
thankful,grato,1,0,0,0,0,0,1,0,0,0
skyscraper,grattacielo,0,0,0,0,0,0,0,0,0,0
grated,grattugiato,0,1,1,0,0,0,0,0,0,0
gratuitous,gratuito,0,0,0,0,1,0,0,0,0,0
grievous,grave,0,1,1,0,0,1,0,1,0,0
severely,gravemente,0,0,0,0,0,0,0,0,0,0
pregnancy,gravidanza,0,1,0,0,1,0,0,0,0,0
gravity,gravità,0,0,0,0,0,0,0,0,0,0
seriousness,gravità,0,0,0,0,0,1,0,1,0,0
severity,gravità,0,0,0,0,0,0,0,0,0,0
gravitate,gravitare,0,0,0,1,0,0,0,0,0,0
gravitation,gravitazione,0,0,0,0,0,0,0,0,0,0
burdensome,gravoso,0,1,0,0,0,1,0,1,0,0
grace,grazia,1,0,0,0,0,0,0,0,0,0
reprieve,grazia,0,0,0,0,0,0,0,0,0,0
graciously,graziosamente,1,0,0,0,0,0,0,0,0,0
graceful,grazioso,1,0,0,0,0,0,0,0,0,0
fret,greca,0,1,0,0,0,1,0,0,0,0
gregarious,gregario,1,0,0,0,0,0,0,0,0,0
drove,gregge,0,0,0,0,0,0,0,0,0,0
flock,gregge,0,0,0,0,0,0,0,0,0,0
crude,greggio,0,1,0,0,1,0,0,0,0,0
apron,grembiule,0,0,0,0,0,0,0,0,0,0
lap,grembo,0,0,0,0,0,0,0,0,0,0
womb,grembo,1,0,0,0,0,0,0,0,0,0
crib,greppia,0,0,0,0,0,0,0,0,0,0
stoneware,gres,0,0,0,0,0,0,0,0,0,0
hoot,grido,0,1,1,0,1,0,0,0,0,0
whoop,grido,0,0,0,0,0,0,0,0,0,0
griffin,grifone,0,0,0,0,0,0,0,0,0,0
drab,grigiastro,0,1,0,0,0,0,0,1,0,0
dun,grigio,0,1,0,0,0,0,0,0,0,0
gray,grigio,0,0,0,0,1,0,0,1,0,0
grey,grigio,0,0,0,0,0,0,0,0,0,0
grill,griglia,0,0,0,0,0,0,0,0,0,0
grille,griglia,0,0,0,0,0,0,0,0,0,0
cricket,grillo,0,0,0,0,0,0,0,0,0,0
shackle,grillo,0,1,1,1,1,1,0,1,0,0
jimmy,grimaldello,0,0,0,0,0,0,0,0,0,0
grit,grinta,1,0,0,0,0,0,0,0,0,1
gritty,grintoso,0,0,0,0,0,0,0,0,0,0
grist,grist,1,0,0,0,0,0,0,0,0,0
grizzly,grizzly,0,1,0,0,0,1,0,0,0,0
gutter,grondaia,0,0,0,0,1,0,0,0,0,0
chunky,grosso,0,0,0,0,0,0,0,0,0,0
cave,grotta,0,0,0,0,0,0,0,0,0,0
grotto,grotta,0,0,0,0,0,0,0,0,0,0
grotesque,grottesco,0,1,0,0,1,0,0,0,0,0
tangle,groviglio,0,0,0,0,0,0,0,0,0,0
crane,gru,0,0,0,0,0,0,0,0,0,0
grunt,grugnito,0,0,0,0,0,0,0,0,0,0
snout,grugno,0,0,0,0,0,0,0,0,0,0
lump,grumo,0,1,0,0,0,0,0,0,0,0
clump,gruppo,0,1,0,0,0,0,0,0,0,0
group,gruppo,0,0,0,0,0,0,0,0,0,0
gaining,guadagnando,1,0,0,0,0,0,0,0,0,0
earn,guadagnare,1,0,0,0,0,0,0,0,0,0
earnings,guadagni,0,0,0,0,0,0,0,0,0,0
gain,guadagno,1,0,0,1,0,0,1,0,0,0
wade,guadare,0,0,0,0,0,0,0,0,0,0
ford,guado,0,0,0,0,0,0,0,0,0,0
sheathing,guaina,0,0,0,0,0,0,0,0,0,0
cheeks,guance,0,0,0,0,0,0,0,0,0,0
cheek,guancia,0,0,0,0,0,0,0,0,0,0
glove,guanto,0,0,0,0,0,0,0,0,0,0
gauntlet,guanto di sfida,0,0,0,0,0,0,0,0,0,0
gawk,guardare con aria sciocca,0,0,0,0,0,0,0,0,1,0
guard,guardia,1,0,0,0,0,1,0,0,0,1
bodyguard,guardia del corpo,1,0,0,0,0,0,0,0,0,1
ranger,guardia forestale,0,0,0,0,0,0,0,0,0,1
watchman,guardiano,1,0,0,0,0,0,0,0,0,1
guards,guardie,0,0,0,0,0,0,0,0,0,0
lockup,guardina,0,1,0,0,0,1,0,1,0,0
healing,guarigione,1,0,0,1,0,0,1,0,0,1
heal,guarire,1,0,0,0,0,0,1,0,0,1
garnish,guarnire,0,1,0,0,0,0,0,0,0,0
trimming,guarnizione,0,0,0,0,0,0,0,0,0,0
seals,guarnizioni,0,0,0,0,0,0,0,0,0,1
fault,guasto,0,1,0,0,0,0,0,1,0,0
jumble,guazzabuglio,0,1,0,0,0,0,0,0,0,0
war,guerra,0,1,0,0,0,1,0,0,0,0
warfare,guerra,0,1,1,0,0,1,0,1,0,0
warrior,guerriero,1,0,1,0,0,1,0,0,0,0
guerilla,guerriglia,0,1,0,0,0,1,0,0,0,0
spire,guglia,0,0,0,0,0,0,0,0,0,0
guidance,guida,1,0,0,0,0,0,0,0,0,1
guide,guida,1,0,0,0,0,0,0,0,0,1
guidebook,guida,1,0,0,0,0,0,0,0,0,1
leash,guinzaglio,0,0,0,0,0,0,0,0,0,0
guru,guru,1,0,0,0,0,0,0,0,0,1
hull,guscio,0,0,0,0,0,0,0,0,0,0
taste,gusto,0,0,0,0,0,0,0,0,0,0
zest,gusto,1,0,0,1,0,0,1,0,0,1
tasty,gustoso,1,0,0,0,0,0,0,0,0,0
stole,ha rubato,0,0,0,0,0,0,0,0,0,0
habitat,habitat,1,0,0,0,0,0,0,0,0,0
hacienda,hacienda,0,0,0,0,0,0,0,0,0,0
handicap,handicap,0,1,0,0,0,0,0,1,0,0
hangar,hangar,0,0,0,0,0,0,0,0,0,0
hardware,hardware,0,0,0,0,0,0,0,0,0,0
harem,harem,0,0,0,0,0,0,0,0,0,0
hashish,hascisc,0,1,0,0,0,0,0,0,0,0
hash,hash,0,1,0,0,0,0,0,0,0,0
haw,haw,0,0,0,0,0,0,0,0,0,0
hawking,Hawking,0,0,0,0,0,0,0,0,0,0
hereunto,hereunto,0,0,0,0,0,0,0,0,0,0
heroics,heroics,1,0,0,0,0,0,0,0,0,0
herpesvirus,herpesvirus,0,1,0,0,1,0,0,0,0,0
hippie,hippie,0,1,0,0,0,0,0,0,0,0
hobby,hobby,1,0,0,0,0,0,1,0,0,0
hockey,hockey,0,0,0,0,0,0,0,0,0,0
homologue,homologue,0,0,0,0,0,0,0,0,0,0
hotel,Hotel,0,0,0,0,0,0,0,0,0,0
hovercraft,hovercraft,0,0,0,0,0,0,0,0,0,0
hoy,hoy,0,0,0,0,0,0,0,0,0,0
hummer,hummer,0,0,0,0,0,0,0,0,0,0
humongous,humongous,0,0,0,0,0,0,0,0,0,0
hustler,Hustler,0,1,0,0,0,0,0,0,0,0
hiatus,iato,0,0,0,0,0,0,0,0,0,0
hibernate,ibernare,0,0,0,0,0,0,0,0,0,0
hybrid,ibrido,0,0,0,0,0,0,0,0,0,0
iceberg,iceberg,0,0,0,0,0,0,0,0,0,0
icon,icona,0,0,0,0,0,0,0,0,0,0
iconic,iconica,0,0,0,0,0,0,0,0,0,0
iconography,iconografia,0,0,0,0,0,0,0,0,0,0
idea,idea,0,0,0,0,0,0,0,0,0,0
misconception,idea sbagliata,0,1,1,0,1,1,0,0,0,0
idealism,idealismo,1,0,0,0,0,0,0,0,0,0
idealist,idealista,0,0,0,0,0,0,0,0,0,0
ditto,idem,0,0,0,0,0,0,0,0,0,0
identically,identicamente,0,0,0,0,0,0,0,0,0,0
identical,identico,0,0,0,0,0,0,0,0,0,0
identify,identificare,0,0,0,0,0,0,0,0,0,0
identification,identificazione,0,0,0,0,0,0,0,0,0,0
identity,identità,0,0,0,0,0,0,0,0,0,0
ideology,ideologia,0,0,0,0,0,0,0,0,0,0
idiom,idioma,0,0,0,0,0,0,0,0,0,0
idiomatic,idiomatico,0,0,0,0,0,0,0,0,0,0
idiot,idiota,0,1,0,0,1,0,0,0,0,0
idiotic,idiota,0,1,1,0,1,0,0,0,0,0
moronic,idiotico,0,1,0,0,0,0,0,0,0,0
idiocy,idiozia,0,1,1,0,1,0,0,1,0,0
idolatry,idolatria,0,1,0,0,1,1,0,0,0,0
idol,idolo,1,0,0,0,0,0,0,0,0,0
hydra,idra,0,1,0,0,0,1,0,0,0,0
hydraulics,idraulica,0,0,0,0,0,0,0,0,0,0
hydrocephalus,idrocefalia,0,1,0,0,1,1,0,1,0,0
hydrodynamics,idrodinamica,0,0,0,0,0,0,0,0,0,0
hydrogen,idrogeno,0,0,0,0,0,0,0,0,0,0
hydrographic,idrografica,0,0,0,0,0,0,0,0,0,0
hydrology,idrologia,0,0,0,0,0,0,0,0,0,0
yesterday,ieri,0,0,0,0,0,0,0,0,0,0
hygiene,igiene,0,0,0,0,0,0,0,0,0,0
hygienic,igienico,1,0,0,0,0,0,0,0,0,0
igloo,iglù,0,0,0,0,0,0,0,0,0,0
unaware,ignaro,0,1,0,0,0,0,0,0,0,0
unsuspecting,ignaro,0,0,0,0,0,0,0,0,1,0
igneous,igneo,0,0,0,0,0,0,0,0,0,0
fireproof,ignifugo,1,0,0,0,0,0,0,0,0,0
ignorant,ignorante,0,1,0,0,1,0,0,0,0,0
ignorance,ignoranza,0,1,0,0,0,0,0,0,0,0
ignore,ignorare,0,1,0,0,0,0,0,0,0,0
mine,il mio,0,0,0,0,0,0,0,0,0,0
nothingness,il nulla,0,1,0,0,0,0,0,1,0,0
hilarious,ilare,1,0,0,0,0,0,1,0,1,0
hilarity,ilarità,1,0,0,0,0,0,1,0,0,0
mirth,ilarità,1,0,0,0,0,0,1,0,0,0
wrongdoing,illeciti,0,1,1,0,1,0,0,1,0,0
illicit,illecito,0,1,1,0,1,1,0,0,0,0
tortious,illecito,0,1,1,0,1,0,0,0,0,0
illegal,illegale,0,1,1,0,1,1,0,1,0,0
unlawful,illegale,0,1,1,0,1,1,0,1,0,0
illegality,illegalità,0,1,1,0,1,1,0,0,0,0
illegible,illeggibile,0,1,0,0,0,0,0,0,0,0
illegitimate,illegittimo,0,1,1,0,1,1,0,1,1,0
wrongful,illegittimo,0,1,1,0,1,0,0,1,0,0
unharmed,illeso,0,0,0,0,0,0,0,0,0,0
unscathed,illeso,1,0,0,0,0,0,0,0,0,0
